r,BATTERY|PVB,COAL|BIO,COMBINED_CYCLE,COMBUSTION_TURBINE|CONSUME|LFILL|OGS,NUCLEAR,TES|CSP
p46061,-0.0018,0.0265,0.0122,0.0098,0.0075,0.0082
p46063,-0.014,0.0051,-0.0011,-0.0014,-0.0033,0.0027
p46065,-0.0097,0.0162,0.0061,0.0051,0.0014,0.0057
p46067,-0.0012,0.0227,0.0086,0.0062,0.0058,0.0061
p46069,-0.0082,0.0207,0.0091,0.0077,0.0035,0.0068
p46071,-0.0152,-0.0019,-0.0055,-0.0057,-0.0068,0.0011
p46073,-0.0047,0.024,0.011,0.009,0.0058,0.0078
p46075,-0.0119,0.0081,0.001,0.0002,-0.0021,0.0036
p46077,-0.0015,0.0352,0.0191,0.0164,0.0113,0.0117
p46079,-0.0003,0.0339,0.0178,0.015,0.0112,0.011
p46081,-0.0189,-0.0086,-0.0091,-0.0092,-0.0093,0.0
p46083,0.001,0.0248,0.0095,0.0071,0.0071,0.0063
p46085,-0.0088,0.0141,0.0046,0.0034,0.0007,0.0051
p46087,-0.0005,0.0287,0.0133,0.0108,0.0085,0.0085
p46089,-0.0081,0.0328,0.0165,0.0157,0.0081,0.0094
p46091,-0.0039,0.0425,0.0249,0.0223,0.0132,0.0145
p46093,-0.0182,-0.0056,-0.0075,-0.0075,-0.0082,0.0007
p46095,-0.0116,0.0054,-0.001,-0.0017,-0.0033,0.0027
p46097,-0.0015,0.0308,0.0156,0.0129,0.0093,0.0098
p46099,0.0008,0.0316,0.0153,0.0125,0.0099,0.0094
p46101,0.0008,0.0409,0.0233,0.0198,0.014,0.0138
p46102,-0.0168,-0.0059,-0.0078,-0.008,-0.0083,0.0004
p46103,-0.0188,-0.0079,-0.0089,-0.0089,-0.0091,0.0002
p46105,-0.0139,0.0101,0.0019,0.0018,-0.0018,0.0038
p46107,-0.0094,0.0235,0.0107,0.0097,0.0042,0.0073
p46109,-0.0014,0.0508,0.0316,0.028,0.0177,0.0182
p46111,-0.0026,0.0283,0.0137,0.0115,0.0082,0.009
p46115,-0.0047,0.0325,0.0169,0.015,0.0093,0.0106
p46117,-0.0119,0.011,0.0029,0.002,-0.0009,0.0044
p46119,-0.0099,0.0189,0.0077,0.0066,0.0024,0.0062
p46121,-0.0109,0.0048,-0.0015,-0.0025,-0.0036,0.0022
p46123,-0.0082,0.0116,0.0028,0.0015,-0.0001,0.0042
p46125,0.0003,0.025,0.0097,0.0075,0.0071,0.0064
p46127,0.001,0.0169,0.0027,0.0009,0.0034,0.0026
p46129,-0.0095,0.0279,0.0132,0.0125,0.0058,0.008
p46135,0.0,0.0202,0.0059,0.0034,0.0048,0.0044
p46137,-0.014,0.0083,0.0008,0.0006,-0.0025,0.0034
p47001,0.0143,-0.005,-0.011,-0.008,0.0051,-0.005
p47003,0.0255,-0.0139,-0.0161,-0.0112,0.0076,-0.0075
p47005,0.0314,-0.002,-0.0077,-0.0017,0.016,-0.0013
p47007,0.0201,-0.0087,-0.0133,-0.0097,0.0067,-0.0064
p47009,0.0136,-0.004,-0.011,-0.008,0.0051,-0.005
p47011,0.017,-0.006,-0.013,-0.0105,0.0062,-0.007
p47013,0.013,-0.0044,-0.0102,-0.0072,0.0048,-0.004
p47015,0.0298,-0.0098,-0.0124,-0.006,0.0126,-0.0038
p47017,0.0305,0.0009,-0.0065,-0.0015,0.0161,-0.0008
p47019,0.0061,-0.0066,-0.0121,-0.0081,-0.0006,-0.0051
p47021,0.0384,-0.0088,-0.01,-0.0008,0.019,0.0
p47023,0.0274,-0.003,-0.0096,-0.0054,0.0126,-0.0034
p47025,0.0108,-0.004,-0.01,-0.007,0.0036,-0.004
p47027,0.0242,-0.006,-0.01,-0.005,0.0106,-0.003
p47029,0.0094,-0.005,-0.0111,-0.008,0.0022,-0.005
p47031,0.0227,-0.0147,-0.017,-0.0128,0.0057,-0.0087
p47033,0.0306,0.0068,-0.0034,0.0008,0.0178,0.0006
p47035,0.0201,-0.0068,-0.0115,-0.0078,0.0078,-0.0051
p47037,0.0394,-0.01,-0.01,-0.0001,0.0198,0.0
p47039,0.0282,-0.0057,-0.0108,-0.006,0.0123,-0.004
p47041,0.0277,-0.0098,-0.0123,-0.0063,0.0115,-0.004
p47043,0.0361,-0.0079,-0.0097,-0.0013,0.0178,-0.001
p47045,0.0323,0.0138,0.0009,0.0052,0.0214,0.0036
p47047,0.0282,-0.0022,-0.0096,-0.0051,0.0126,-0.0026
p47049,0.0195,-0.0051,-0.0101,-0.0064,0.008,-0.004
p47051,0.0162,-0.0206,-0.0224,-0.0206,-0.0014,-0.0138
p47053,0.0308,0.007,-0.0031,0.0013,0.0182,0.001
p47055,0.0186,-0.0202,-0.0217,-0.0192,0.0003,-0.0127
p47057,0.0104,-0.004,-0.0101,-0.0076,0.0033,-0.0041
p47059,0.0077,-0.005,-0.0112,-0.0078,0.0012,-0.0048
p47061,0.0197,-0.0146,-0.0174,-0.0141,0.0039,-0.0094
p47063,0.0095,-0.004,-0.011,-0.008,0.0025,-0.0045
p47065,0.0178,-0.0093,-0.0148,-0.0124,0.0049,-0.0082
p47067,0.0085,-0.0037,-0.01,-0.007,0.0023,-0.004
p47069,0.0272,-0.0036,-0.0103,-0.0061,0.0116,-0.0035
p47071,0.0248,-0.0089,-0.0136,-0.0098,0.0084,-0.0064
p47073,0.0075,-0.0039,-0.01,-0.007,0.0015,-0.004
p47075,0.0295,0.0029,-0.0061,-0.0016,0.0155,-0.0007
p47077,0.0287,-0.0028,-0.009,-0.0042,0.0137,-0.0027
p47079,0.0318,0.0033,-0.0044,0.0008,0.0181,0.0007
p47081,0.0327,-0.0085,-0.011,-0.0041,0.0149,-0.0026
p47083,0.0335,-0.0037,-0.008,-0.001,0.0173,-0.001
p47085,0.0326,-0.0049,-0.0089,-0.0024,0.0162,-0.0014
p47087,0.0266,-0.0078,-0.0108,-0.005,0.0116,-0.003
p47089,0.0104,-0.004,-0.011,-0.008,0.0033,-0.005
p47091,0.0063,-0.0065,-0.0125,-0.0087,-0.0008,-0.0052
p47093,0.0131,-0.0044,-0.011,-0.008,0.0047,-0.005
p47095,0.0338,0.0214,0.0064,0.01,0.0252,0.0068
p47097,0.0316,0.0106,-0.0012,0.003,0.0196,0.0024
p47099,0.0216,-0.0161,-0.0186,-0.0152,0.0039,-0.0101
p47101,0.028,-0.0108,-0.0138,-0.0085,0.0105,-0.0057
p47103,0.0148,-0.024,-0.0251,-0.0238,-0.004,-0.0157
p47105,0.0152,-0.005,-0.0112,-0.0082,0.0058,-0.005
p47107,0.0166,-0.0052,-0.0121,-0.0094,0.0063,-0.006
p47109,0.026,-0.0063,-0.0119,-0.0079,0.01,-0.0049
p47111,0.0312,-0.0045,-0.0082,-0.0018,0.0158,-0.001
p47113,0.0287,0.0007,-0.0072,-0.0027,0.0147,-0.0016
p47115,0.0169,-0.0152,-0.0189,-0.0165,0.0019,-0.011
p47117,0.0256,-0.015,-0.0169,-0.012,0.0074,-0.0079
p47119,0.031,-0.0112,-0.0133,-0.0066,0.0127,-0.0045
p47121,0.0172,-0.0066,-0.0126,-0.0096,0.006,-0.0062
p47123,0.0154,-0.0039,-0.0112,-0.0084,0.0062,-0.0053
p47125,0.0354,-0.0055,-0.0084,-0.0007,0.018,-0.0002
p47127,0.0197,-0.018,-0.0203,-0.017,0.002,-0.0113
p47129,0.0175,-0.0052,-0.0106,-0.0074,0.0069,-0.0045
p47131,0.0329,0.0155,0.0022,0.0063,0.0225,0.0043
p47133,0.0226,-0.0065,-0.0105,-0.0061,0.0094,-0.0039
p47135,0.029,-0.007,-0.0112,-0.0059,0.0126,-0.0039
p47137,0.0203,-0.0047,-0.0095,-0.0057,0.0088,-0.0032
p47139,0.0164,-0.0027,-0.0112,-0.009,0.0073,-0.0059
p47141,0.0246,-0.008,-0.0115,-0.0065,0.0101,-0.0041
p47143,0.0184,-0.0071,-0.0126,-0.0093,0.0066,-0.0061
p47145,0.0164,-0.006,-0.0117,-0.0084,0.006,-0.0051
p47147,0.0371,-0.0077,-0.0092,-0.0003,0.0186,0.0
p47149,0.0341,-0.01,-0.0113,-0.0035,0.0157,-0.0024
p47151,0.0163,-0.0043,-0.0098,-0.0067,0.0063,-0.0042
p47153,0.0193,-0.0112,-0.0153,-0.0122,0.0052,-0.0082
p47155,0.0117,-0.004,-0.011,-0.008,0.0038,-0.005
p47157,0.0289,-0.003,-0.0104,-0.0055,0.0125,-0.0022
p47159,0.0317,-0.0067,-0.0095,-0.0028,0.0152,-0.0018
p47161,0.0332,-0.0006,-0.0061,0.0001,0.018,0.0001
p47163,0.0054,-0.0044,-0.0106,-0.0074,-0.0002,-0.0041
p47165,0.0364,-0.0076,-0.0093,-0.0008,0.018,-0.0005
p47167,0.0299,0.0037,-0.0059,-0.0011,0.0157,0.0
p47169,0.034,-0.007,-0.009,-0.002,0.017,-0.001
p47171,0.006,-0.0062,-0.012,-0.008,-0.0005,-0.005
p47173,0.0123,-0.004,-0.0102,-0.0077,0.004,-0.0042
p47175,0.0218,-0.01,-0.0138,-0.0094,0.0076,-0.0064
p47177,0.0244,-0.0118,-0.0145,-0.0096,0.0083,-0.0063
p47179,0.0063,-0.0053,-0.0113,-0.008,0.0,-0.0048
p47181,0.0243,-0.0116,-0.0154,-0.0111,0.0076,-0.0073
p47183,0.0317,0.0084,-0.0017,0.0026,0.0195,0.0019
p47185,0.0231,-0.0089,-0.0124,-0.0079,0.0089,-0.0051
p47187,0.037,-0.0099,-0.0105,-0.0017,0.0179,-0.0014
p47189,0.0359,-0.0086,-0.0101,-0.0016,0.0178,-0.0009
p48001,0.0007,-0.059,-0.045,-0.0393,-0.0265,-0.0235
p48003,0.0051,-0.0127,-0.0186,-0.0168,-0.0056,-0.0074
p48005,-0.0008,-0.0684,-0.0505,-0.0441,-0.0309,-0.0273
p48007,-0.0026,-0.0745,-0.0549,-0.0477,-0.0349,-0.03
p48009,-0.0016,-0.0344,-0.0305,-0.0292,-0.0187,-0.015
p48011,0.0019,-0.0164,-0.0195,-0.019,-0.0092,-0.0083
p48013,-0.0004,-0.0603,-0.0456,-0.0399,-0.0275,-0.0241
p48015,-0.0082,-0.0931,-0.0656,-0.0563,-0.046,-0.0371
p48017,0.0061,0.0002,-0.01,-0.0099,0.0006,-0.0026
p48019,0.0011,-0.0514,-0.0404,-0.0356,-0.023,-0.0209
p48021,-0.0038,-0.0748,-0.0545,-0.0472,-0.0356,-0.0299
p48023,-0.0012,-0.032,-0.0292,-0.0279,-0.0176,-0.014
p48025,-0.0018,-0.0672,-0.0498,-0.0434,-0.0311,-0.0269
p48027,-0.0014,-0.0625,-0.0472,-0.0412,-0.0291,-0.0251
p48029,-0.0006,-0.06,-0.0457,-0.0399,-0.0276,-0.0242
p48031,-0.0005,-0.0586,-0.0448,-0.0392,-0.0269,-0.0236
p48033,0.0035,-0.0188,-0.0211,-0.0197,-0.009,-0.0092
p48035,0.0007,-0.0491,-0.039,-0.0349,-0.0226,-0.02
p48037,0.0143,-0.0268,-0.0255,-0.0208,-0.0061,-0.0104
p48039,-0.0088,-0.0958,-0.0674,-0.058,-0.0474,-0.0383
p48041,-0.0059,-0.0838,-0.0601,-0.052,-0.0408,-0.0336
p48043,0.005,-0.0173,-0.0212,-0.0187,-0.0072,-0.009
p48045,0.0019,-0.0181,-0.0205,-0.0199,-0.0097,-0.0087
p48047,0.0011,-0.0552,-0.0426,-0.0374,-0.0244,-0.0222
p48049,0.002,-0.0413,-0.0344,-0.0312,-0.0187,-0.0172
p48051,-0.0058,-0.0826,-0.0594,-0.0513,-0.04,-0.0331
p48053,-0.0004,-0.0574,-0.0439,-0.0387,-0.0265,-0.0232
p48055,-0.0032,-0.0716,-0.0527,-0.0458,-0.0342,-0.0287
p48057,-0.0046,-0.081,-0.0584,-0.0506,-0.0388,-0.0325
p48059,0.002,-0.0344,-0.0304,-0.0279,-0.016,-0.0148
p48061,0.001,-0.0594,-0.0456,-0.0398,-0.0259,-0.024
p48063,0.0093,-0.0327,-0.029,-0.0247,-0.0113,-0.013
p48065,0.0023,-0.0108,-0.0163,-0.0166,-0.007,-0.0065
p48067,0.0126,-0.0302,-0.0274,-0.0228,-0.0081,-0.0117
p48069,0.0045,-0.007,-0.0141,-0.0139,-0.0034,-0.0049
p48071,-0.0082,-0.0941,-0.0666,-0.0573,-0.0465,-0.0377
p48073,0.0012,-0.0587,-0.0448,-0.0391,-0.026,-0.0235
p48075,-0.0009,-0.0261,-0.0257,-0.0249,-0.0149,-0.0119
p48077,-0.0021,-0.0357,-0.0313,-0.0303,-0.0194,-0.015
p48079,0.006,-0.0004,-0.0103,-0.0102,0.0004,-0.0029
p48081,0.004,-0.0286,-0.027,-0.0248,-0.0126,-0.0128
p48083,0.0022,-0.0378,-0.0323,-0.0293,-0.0169,-0.0159
p48085,0.0036,-0.0347,-0.0299,-0.0273,-0.0153,-0.0142
p48087,-0.0011,-0.0254,-0.0252,-0.0246,-0.0147,-0.0116
p48089,-0.0072,-0.0894,-0.0636,-0.0548,-0.0439,-0.0358
p48091,-0.0013,-0.0627,-0.0471,-0.0412,-0.0291,-0.0253
p48093,0.0013,-0.0429,-0.0353,-0.0319,-0.0196,-0.0177
p48095,0.003,-0.0363,-0.0316,-0.0285,-0.0161,-0.0154
p48097,0.0008,-0.0336,-0.0298,-0.028,-0.0168,-0.0139
p48099,-0.0001,-0.0546,-0.0423,-0.0374,-0.0251,-0.0219
p48101,0.0,-0.0258,-0.0252,-0.0244,-0.0142,-0.0116
p48103,0.0042,-0.0163,-0.0205,-0.0184,-0.0075,-0.0086
p48105,0.0038,-0.0277,-0.0274,-0.0244,-0.0123,-0.0129
p48107,0.003,-0.018,-0.0206,-0.0196,-0.0091,-0.0088
p48109,0.0102,0.0106,-0.0036,-0.0032,0.007,0.0015
p48111,0.0025,-0.0014,-0.0102,-0.0109,-0.0024,-0.0029
p48113,0.0032,-0.0381,-0.0319,-0.0288,-0.0167,-0.0154
p48115,0.0044,-0.0147,-0.0193,-0.0177,-0.0068,-0.008
p48117,0.0052,-0.0011,-0.0108,-0.0109,-0.0007,-0.0032
p48119,0.007,-0.0312,-0.0278,-0.0246,-0.0118,-0.0126
p48121,0.0017,-0.0358,-0.0308,-0.0287,-0.0168,-0.0146
p48123,-0.0039,-0.0755,-0.0549,-0.0476,-0.0359,-0.0302
p48125,0.0015,-0.0223,-0.023,-0.022,-0.0117,-0.0104
p48127,0.002,-0.0484,-0.039,-0.0345,-0.0213,-0.02
p48129,0.0004,-0.0209,-0.0221,-0.0217,-0.0119,-0.0098
p48131,0.0008,-0.0564,-0.0432,-0.0379,-0.0251,-0.0227
p48133,0.0016,-0.0386,-0.0328,-0.0301,-0.0179,-0.0161
p48135,0.0044,-0.0156,-0.0202,-0.0181,-0.0072,-0.0084
p48137,0.003,-0.0412,-0.0346,-0.0308,-0.0178,-0.0173
p48139,0.0026,-0.0438,-0.0354,-0.0314,-0.0192,-0.0177
p48141,0.0133,0.0227,0.0036,0.0035,0.014,0.006
p48143,0.001,-0.0425,-0.035,-0.0319,-0.0196,-0.0175
p48145,-0.0016,-0.0645,-0.0483,-0.0423,-0.0303,-0.0259
p48147,0.0045,-0.0316,-0.0282,-0.0257,-0.0136,-0.0129
p48149,-0.0057,-0.0824,-0.0593,-0.0511,-0.0399,-0.033
p48151,0.0021,-0.0269,-0.0259,-0.0242,-0.0132,-0.0121
p48153,0.0026,-0.0179,-0.0204,-0.0196,-0.0093,-0.0087
p48155,-0.0009,-0.0291,-0.0276,-0.0266,-0.0161,-0.0131
p48157,-0.0094,-0.0976,-0.0686,-0.0587,-0.0486,-0.0391
p48159,0.0087,-0.0319,-0.0281,-0.0244,-0.0111,-0.0126
p48161,0.0003,-0.0591,-0.0449,-0.0391,-0.0268,-0.0236
p48163,0.0008,-0.0541,-0.0418,-0.0368,-0.0241,-0.0218
p48165,0.0055,-0.0113,-0.0178,-0.0161,-0.0049,-0.0069
p48167,-0.0087,-0.0957,-0.0674,-0.0579,-0.0473,-0.0383
p48169,0.0033,-0.0191,-0.0212,-0.0201,-0.0095,-0.0093
p48171,0.0008,-0.0519,-0.0407,-0.0359,-0.0235,-0.0211
p48173,0.0034,-0.0193,-0.0216,-0.0197,-0.009,-0.0096
p48175,-0.0031,-0.0723,-0.0529,-0.046,-0.034,-0.0289
p48177,-0.0036,-0.0742,-0.0542,-0.0472,-0.0352,-0.0297
p48179,0.0005,-0.0154,-0.0191,-0.0191,-0.0097,-0.008
p48181,0.0021,-0.0334,-0.0293,-0.0274,-0.0157,-0.0138
p48183,0.006,-0.0452,-0.0365,-0.0318,-0.0177,-0.018
p48185,-0.007,-0.0883,-0.0629,-0.0543,-0.0433,-0.0354
p48187,-0.0021,-0.0674,-0.0501,-0.0435,-0.0315,-0.027
p48189,0.0041,-0.0134,-0.0179,-0.0171,-0.0065,-0.0073
p48191,0.0003,-0.022,-0.0229,-0.0224,-0.0124,-0.0104
p48193,0.0009,-0.0485,-0.0386,-0.0346,-0.0221,-0.0197
p48195,0.0015,-0.0099,-0.0156,-0.0159,-0.0071,-0.0061
p48197,-0.0015,-0.0297,-0.0278,-0.0271,-0.0168,-0.0134
p48199,-0.0052,-0.0852,-0.061,-0.0526,-0.0407,-0.0339
p48201,-0.0098,-0.0991,-0.0694,-0.0596,-0.0494,-0.0397
p48203,0.0077,-0.0429,-0.0353,-0.0306,-0.0159,-0.0169
p48205,0.0043,0.0005,-0.0095,-0.01,-0.0007,-0.0025
p48207,0.0004,-0.0297,-0.0277,-0.0264,-0.0156,-0.0132
p48209,-0.0017,-0.0648,-0.0485,-0.0423,-0.0302,-0.0262
p48211,-0.0007,-0.0188,-0.0211,-0.0213,-0.0119,-0.0094
p48213,0.0038,-0.0468,-0.0371,-0.0325,-0.0198,-0.0188
p48215,0.0013,-0.057,-0.0441,-0.0386,-0.0248,-0.0231
p48217,0.0008,-0.0506,-0.0398,-0.0354,-0.023,-0.0204
p48219,0.0044,-0.0068,-0.0143,-0.0137,-0.0034,-0.0052
p48221,0.001,-0.0425,-0.035,-0.032,-0.0198,-0.0173
p48223,0.0071,-0.0331,-0.029,-0.0255,-0.0126,-0.0133
p48225,-0.0026,-0.0725,-0.053,-0.0461,-0.0339,-0.0288
p48227,0.0033,-0.0187,-0.0212,-0.0196,-0.0089,-0.0094
p48229,0.0117,0.0165,0.0001,0.0002,0.0105,0.0037
p48231,0.0053,-0.0343,-0.0296,-0.0266,-0.0141,-0.0139
p48233,0.0019,-0.0104,-0.016,-0.0161,-0.007,-0.0063
p48235,0.0039,-0.0271,-0.0263,-0.0237,-0.012,-0.0123
p48237,-0.0001,-0.0358,-0.0313,-0.0296,-0.0179,-0.0153
p48239,-0.0063,-0.0854,-0.061,-0.0526,-0.0414,-0.0341
p48241,-0.0002,-0.0714,-0.0526,-0.0455,-0.0319,-0.0284
p48243,0.007,-0.0011,-0.0108,-0.0096,0.0005,-0.0028
p48245,-0.0054,-0.0849,-0.0608,-0.0524,-0.0405,-0.0339
p48247,0.0019,-0.0525,-0.0408,-0.036,-0.0228,-0.0212
p48249,0.0,-0.0597,-0.0453,-0.0396,-0.0269,-0.024
p48251,0.001,-0.0448,-0.0364,-0.0329,-0.0205,-0.0182
p48253,0.0023,-0.0296,-0.0276,-0.0257,-0.0142,-0.0131
p48255,-0.0022,-0.0684,-0.0505,-0.0441,-0.0319,-0.0275
p48257,0.0041,-0.0404,-0.0333,-0.0295,-0.0173,-0.0162
p48259,0.0001,-0.0565,-0.0433,-0.0381,-0.0257,-0.0228
p48261,0.0004,-0.0623,-0.0474,-0.0414,-0.0278,-0.0252
p48263,0.0018,-0.023,-0.0235,-0.0222,-0.0119,-0.0106
p48265,0.0016,-0.0488,-0.0388,-0.0344,-0.0217,-0.02
p48267,0.0025,-0.0434,-0.0355,-0.0317,-0.019,-0.0178
p48269,0.0006,-0.0258,-0.0253,-0.0242,-0.014,-0.0116
p48271,0.0025,-0.0432,-0.0361,-0.0319,-0.0188,-0.0181
p48273,-0.0002,-0.0629,-0.0475,-0.0417,-0.0284,-0.0255
p48275,-0.0002,-0.0291,-0.0274,-0.0264,-0.0158,-0.0132
p48277,0.0071,-0.0293,-0.0268,-0.0239,-0.0112,-0.0118
p48279,0.0045,-0.0058,-0.0133,-0.0131,-0.0028,-0.0047
p48281,0.0004,-0.0527,-0.0411,-0.0366,-0.0241,-0.0214
p48283,0.0012,-0.0537,-0.0416,-0.0367,-0.0238,-0.0217
p48285,-0.0056,-0.0824,-0.0592,-0.0513,-0.0398,-0.033
p48287,-0.0048,-0.0789,-0.0571,-0.0494,-0.0378,-0.0315
p48289,-0.003,-0.0726,-0.0531,-0.0463,-0.0343,-0.029
p48291,-0.0082,-0.0941,-0.0664,-0.057,-0.0464,-0.0376
p48293,0.0001,-0.0593,-0.0448,-0.0391,-0.0271,-0.0237
p48295,-0.0006,-0.0165,-0.0198,-0.02,-0.0109,-0.0086
p48297,-0.0009,-0.0631,-0.0473,-0.0413,-0.0289,-0.0254
p48299,0.0006,-0.0522,-0.0409,-0.0361,-0.0238,-0.0212
p48301,0.0067,-0.0065,-0.015,-0.0133,-0.0019,-0.0052
p48303,0.0045,-0.0136,-0.0181,-0.0171,-0.0063,-0.0074
p48305,0.0043,-0.0156,-0.0193,-0.0182,-0.0073,-0.0081
p48307,0.0021,-0.0427,-0.0352,-0.0316,-0.0189,-0.0176
p48309,-0.0004,-0.0573,-0.044,-0.0386,-0.0265,-0.0231
p48311,0.0,-0.0588,-0.0447,-0.0392,-0.0265,-0.0237
p48313,-0.005,-0.0807,-0.058,-0.0502,-0.039,-0.0322
p48315,0.01,-0.0372,-0.0319,-0.0271,-0.0122,-0.0145
p48317,0.0044,-0.0151,-0.0192,-0.0176,-0.0068,-0.0081
p48319,0.0017,-0.0467,-0.0376,-0.0336,-0.0209,-0.0192
p48321,-0.0072,-0.0899,-0.0639,-0.055,-0.0439,-0.0359
p48323,0.0021,-0.0447,-0.0373,-0.0328,-0.0195,-0.0187
p48325,0.0008,-0.0534,-0.0416,-0.0366,-0.024,-0.0218
p48327,0.0028,-0.0406,-0.0339,-0.0304,-0.0177,-0.0169
p48329,0.0044,-0.0155,-0.0194,-0.0177,-0.0069,-0.0083
p48331,-0.0032,-0.0722,-0.0527,-0.0461,-0.0344,-0.0289
p48333,0.0011,-0.0467,-0.0376,-0.0336,-0.0211,-0.0191
p48335,0.0027,-0.024,-0.0241,-0.0223,-0.0114,-0.0112
p48337,-0.0006,-0.0348,-0.0308,-0.0294,-0.0182,-0.0146
p48339,-0.0086,-0.095,-0.0668,-0.0575,-0.0469,-0.038
p48341,0.0034,-0.0066,-0.0138,-0.0141,-0.0044,-0.0048
p48343,0.011,-0.0305,-0.0275,-0.0235,-0.009,-0.012
p48345,0.001,-0.022,-0.0228,-0.0219,-0.0118,-0.0103
p48347,0.0014,-0.0604,-0.0458,-0.0399,-0.0265,-0.024
p48349,0.0024,-0.049,-0.0385,-0.0338,-0.0214,-0.0197
p48351,0.0016,-0.0659,-0.0492,-0.0426,-0.0284,-0.0261
p48353,0.0036,-0.0276,-0.0264,-0.0244,-0.0124,-0.0124
p48355,-0.0009,-0.0653,-0.0489,-0.0426,-0.0298,-0.0262
p48357,0.0004,-0.0132,-0.0177,-0.0179,-0.0088,-0.0074
p48359,0.0049,0.0005,-0.0097,-0.0102,-0.0003,-0.0025
p48361,-0.003,-0.0781,-0.0567,-0.0489,-0.0363,-0.0311
p48363,0.0008,-0.0386,-0.0327,-0.0303,-0.0182,-0.0161
p48365,0.0057,-0.0488,-0.0386,-0.0337,-0.0193,-0.0192
p48367,0.0009,-0.0401,-0.0336,-0.031,-0.019,-0.0165
p48369,0.0059,0.0,-0.01,-0.0101,0.0005,-0.0026
p48371,0.0042,-0.017,-0.0209,-0.0186,-0.0077,-0.0089
p48373,-0.005,-0.0822,-0.0591,-0.051,-0.0393,-0.033
p48375,0.0033,-0.0076,-0.0145,-0.0146,-0.0048,-0.0053
p48377,0.0085,0.0013,-0.009,-0.0078,0.002,-0.0018
p48379,0.006,-0.0364,-0.031,-0.0272,-0.0146,-0.0146
p48381,0.0031,-0.0111,-0.0165,-0.0162,-0.0062,-0.0065
p48383,0.0032,-0.0209,-0.0224,-0.0203,-0.0097,-0.0101
p48385,0.0024,-0.0454,-0.0368,-0.0327,-0.0198,-0.0187
p48387,0.0105,-0.0275,-0.0258,-0.0221,-0.0086,-0.0109
p48389,0.0061,-0.0075,-0.0154,-0.0137,-0.0026,-0.0055
p48391,-0.0031,-0.0738,-0.0542,-0.0471,-0.0347,-0.0296
p48393,0.0006,-0.0143,-0.0184,-0.0186,-0.0092,-0.0076
p48395,-0.0038,-0.0745,-0.0544,-0.0473,-0.0356,-0.0298
p48397,0.004,-0.037,-0.031,-0.028,-0.016,-0.015
p48399,0.003,-0.0326,-0.0295,-0.0268,-0.0147,-0.0142
p48401,0.0037,-0.0524,-0.0408,-0.0358,-0.0218,-0.0209
p48403,0.0041,-0.0594,-0.0453,-0.0394,-0.0241,-0.0236
p48405,0.0024,-0.061,-0.0459,-0.0402,-0.0262,-0.0242
p48407,-0.0071,-0.0897,-0.0636,-0.0548,-0.0438,-0.0358
p48409,-0.0016,-0.0679,-0.0504,-0.0439,-0.0312,-0.0272
p48411,0.0013,-0.0474,-0.038,-0.0338,-0.0214,-0.0194
p48413,0.0038,-0.0332,-0.0298,-0.0268,-0.0143,-0.0145
p48415,0.0023,-0.0235,-0.0237,-0.0222,-0.0117,-0.0107
p48417,0.0017,-0.0323,-0.0292,-0.0273,-0.0155,-0.014
p48419,0.0044,-0.0538,-0.0418,-0.0363,-0.0219,-0.0213
p48421,0.0014,-0.0062,-0.0131,-0.0139,-0.0051,-0.0047
p48423,0.0052,-0.0446,-0.0361,-0.0314,-0.0181,-0.0179
p48425,0.001,-0.0445,-0.0362,-0.0327,-0.0205,-0.0182
p48427,0.0024,-0.05,-0.0394,-0.0348,-0.0214,-0.0202
p48429,0.0011,-0.0355,-0.0311,-0.0289,-0.0171,-0.0152
p48431,0.0033,-0.0236,-0.024,-0.022,-0.0111,-0.0111
p48433,0.001,-0.0267,-0.0259,-0.0244,-0.014,-0.0122
p48435,0.0035,-0.0361,-0.0317,-0.0282,-0.0156,-0.0156
p48437,0.0036,-0.0135,-0.0179,-0.0173,-0.0069,-0.0073
p48439,0.0016,-0.0402,-0.0335,-0.0307,-0.0186,-0.0164
p48441,0.0028,-0.0312,-0.0286,-0.0263,-0.0144,-0.0137
p48443,0.0048,-0.025,-0.026,-0.023,-0.0105,-0.0119
p48445,0.0049,-0.0125,-0.0186,-0.0169,-0.0057,-0.0074
p48447,0.0003,-0.0321,-0.0292,-0.0276,-0.0164,-0.014
p48449,0.0104,-0.0301,-0.0272,-0.0232,-0.0096,-0.0119
p48451,0.004,-0.0314,-0.0287,-0.0259,-0.0138,-0.0138
p48453,-0.002,-0.0662,-0.0493,-0.0431,-0.0311,-0.0265
p48455,-0.0036,-0.077,-0.0558,-0.0483,-0.0365,-0.0308
p48457,-0.0026,-0.0771,-0.0559,-0.0485,-0.0357,-0.0306
p48459,0.0087,-0.0359,-0.0306,-0.0262,-0.0126,-0.0141
p48461,0.0043,-0.0164,-0.0198,-0.018,-0.0072,-0.0085
p48463,0.0023,-0.0473,-0.0378,-0.0336,-0.0206,-0.0193
p48465,0.0034,-0.0346,-0.0315,-0.0278,-0.0151,-0.0153
p48467,0.005,-0.0406,-0.0334,-0.0294,-0.0167,-0.0163
p48469,-0.0046,-0.0791,-0.0573,-0.0496,-0.0378,-0.0317
p48471,-0.0064,-0.0866,-0.0619,-0.0533,-0.0421,-0.0345
p48473,-0.0089,-0.0955,-0.0671,-0.0578,-0.0473,-0.0382
